Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,overlap_num,overlap_den,overlap_frac
Human betaherpesvirus 6B large tegument protein (gene: U31),4/77,0.0017863226325419,0.0875558866972186,7.75344058926149,49.0606409577206,UBB;UBC;FAU;RPS27A,4.0,77.0,0.05194805194805195
West Nile virus H442 envelope protein,4/77,0.0017863226325419,0.0869214237501373,7.75344058926149,49.0606409577206,HSPA8;HSP90AB1;UBC;B2M,4.0,77.0,0.05194805194805195
Echovirus E9 full_polyprotein 1..2203,5/130,0.0018368345527037,0.088736287923781,5.74052812858783,36.1636713011321,C3;UBC;HP;B2M;CFB,5.0,130.0,0.038461538461538464
Influenza A virus (A/Puerto Rico/8/1934(H1N1)) matrix protein 1 (gene: M1),3/37,0.0019343871721534,0.0927814990072175,12.1016538926987,75.6107064488913,HSPA8;RPL13;B2M,3.0,37.0,0.08108108108108109
Horsepox virus HSPV031 (putative virulence factor),2020-02-10 00:00:00,0.0019356534834801,0.092183781145879,29.8507462686567,186.486874386667,HSPA8;UBC,,,
Vaccinia virus putative virulence factor (gene: N1L),2020-02-10 00:00:00,0.0019356534834801,0.0915345995885136,29.8507462686567,186.486874386667,HSPA8;UBC,,,
Vaccinia virus Ankara inhibitor of TNF-R and TLR signalling,2020-02-10 00:00:00,0.0019356534834801,0.0908944974934891,29.8507462686567,186.486874386667,HSPA8;UBC,,,
Yellow fever virus matrix protein M,2020-02-10 00:00:00,0.0019356534834801,0.0902632857053398,29.8507462686567,186.486874386667,UBC;B2M,,,
Variola virus hypothetical protein (gene: A47R),4/79,0.0019630070361529,0.0909075327432204,7.55715095409031,47.1058211169968,HSPA8;HSP90AB1;ACTB;ACTG1,4.0,79.0,0.05063291139240506
Monkeypox virus profilin-like protein,4/80,0.0020557274921299,0.094549384312689,7.46268656716418,46.1725782306876,HSPA8;HSP90AB1;ACTB;ACTG1,4.0,80.0,0.05
Monkeypox virus Zaire-96-I-16 A42R (gene: A42R),4/80,0.0020557274921299,0.0939061912221265,7.46268656716418,46.1725782306876,HSPA8;HSP90AB1;ACTB;ACTG1,4.0,80.0,0.05
Horsepox virus HSPV164 (Profilin),4/80,0.0020557274921299,0.0932716899300851,7.46268656716418,46.1725782306876,HSPA8;HSP90AB1;ACTB;ACTG1,4.0,80.0,0.05
Human coronavirus HKU1 nsp7 (gene: orf1ab),3/38,0.0020899778962366,0.0941892723035504,11.783189316575,72.7093690772742,HSPA8;UBC;B2M,3.0,38.0,0.07894736842105263
Rotavirus A NSP4,5/134,0.0020973999586928,0.0938936048174832,5.56916907997327,34.3453821355448,HSPA8;UBB;UBC;FAU;RPS27A,5.0,134.0,0.03731343283582089
Cowpox virus CPXV179 protein (gene: CPXV179 CDS),4/81,0.0021514317758349,0.0956745985081562,7.37055463423623,45.267158402321,HSPA8;HSP90AB1;ACTB;ACTG1,4.0,81.0,0.04938271604938271
Vaccinia virus profilin-like protein (gene: A42R),4/81,0.0021514317758349,0.0950451603600762,7.37055463423623,45.267158402321,HSPA8;HSP90AB1;ACTB;ACTG1,4.0,81.0,0.04938271604938271
Vaccinia virus Ankara Profilin-1-like,4/81,0.0021514317758349,0.0944239501616444,7.37055463423623,45.267158402321,HSPA8;HSP90AB1;ACTB;ACTG1,4.0,81.0,0.04938271604938271
Middle East respiratory syndrome-related coronavirus NS4A protein (gene: orf4a),4/82,0.0022501683836562,0.0981161084172174,7.28066982162359,44.3884253977825,HSPA8;HSP90AB1;UBC;B2M,4.0,82.0,0.04878048780487805
Human T-cell leukemia virus type I p21 TM (gene: env),4/82,0.0022501683836562,0.0974831012661386,7.28066982162359,44.3884253977825,HSPA8;UBC;ACTB;ACTG1,4.0,82.0,0.04878048780487805
Human betacoronavirus 2c EMC/2012 ORF4a (gene: orf4a),4/82,0.0022501683836562,0.0968582095913556,7.28066982162359,44.3884253977825,HSPA8;HSP90AB1;UBC;B2M,4.0,82.0,0.04878048780487805
Echovirus E13 VP4,2020-02-11 00:00:00,0.0023554338192288,0.100743554752367,27.1370420624152,164.207065305073,UBC;B2M,,,
SARS coronavirus 2-O-ribose methyltransferase (2-o-MT) (gene: orf1ab),2020-02-11 00:00:00,0.0023554338192288,0.100105937317225,27.1370420624152,164.207065305073,UBB;UBC,,,
Cowpox virus CPXV206 protein (gene: CPXV206 CDS),7/271,0.0023643603150222,0.0998533302853725,3.85526243322135,23.3137271656738,HSPA8;HSP90AB1;UBC;PABPC1;RPS2;B2M;ACTB,7.0,271.0,0.025830258302583026
Ectromelia virus ERPV ntp-pph containing mutt motif,3/40,0.0024239824573419,0.101731513756571,11.1940298507463,67.4142923269186,UBC;MYH9;B2M,3.0,40.0,0.075
Norovirus GII/Hu/JP/2002/GII.P12_GII.13/Saitama/T80 VP1 (gene: VP1),3/40,0.0024239824573419,0.101099641000319,11.1940298507463,67.4142923269186,UBC;B2M;GAPDH,3.0,40.0,0.075
Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi VP1 (gene: VP1),3/40,0.0024239824573419,0.100475569142292,11.1940298507463,67.4142923269186,UBC;B2M;GAPDH,3.0,40.0,0.075
Human adenovirus 18 ORF1 protein (gene: E4),3/40,0.0024239824573419,0.0998591546076772,11.1940298507463,67.4142923269186,HSP90AB1;UBC;B2M,3.0,40.0,0.075
Human mastadenovirus A E4 ORF1,3/40,0.0024239824573419,0.0992502573234841,11.1940298507463,67.4142923269186,HSP90AB1;UBC;B2M,3.0,40.0,0.075
Human papillomavirus type 6 E2 (gene: E2),3/40,0.0024239824573419,0.0986487406124326,11.1940298507463,67.4142923269186,HSPA8;UBC;B2M,3.0,40.0,0.075
Human betaherpesvirus 7 large tegument protein (gene: U31),4/85,0.0025650539019818,0.103761065974747,7.02370500438982,41.901849244336,UBB;UBC;FAU;RPS27A,4.0,85.0,0.047058823529411764
Ectromelia virus ERPV NPH-PPH RNA levels regulator containing mutt motif,3/41,0.0026026418207408,0.104651136684279,10.9210047324354,64.9933920449862,UBC;MYH9;B2M,3.0,41.0,0.07317073170731707
Sapovirus Hu/GI/Sapporo/MT-2010/1982 VP1,3/41,0.0026026418207408,0.104028213251634,10.9210047324354,64.9933920449862,HSPA8;UBC;GAPDH,3.0,41.0,0.07317073170731707
Human gammaherpesvirus 4 EBNA-2 nuclear protein (gene: BYRF1),6/205,0.0026113904802729,0.103760278550491,4.36840189297415,25.9826972629628,RPS4X;HSP90AB1;MYH9;PABPC1;RPL8;B2M,6.0,205.0,0.02926829268292683
Human herpesvirus 4 type 2 EBNA-2,6/207,0.0027402272299244,0.108238975582016,4.32619511139952,25.5233157317385,RPS4X;HSP90AB1;MYH9;PABPC1;RPL8;B2M,6.0,207.0,0.028985507246376812
Tai Forest ebolavirus spike glycoprotein (gene: GP),5/143,0.0027810223064871,0.109207981216732,5.21866193507985,30.7114950565259,HSPA8;HSP90AB1;FTH1;UBC;FGG,5.0,143.0,0.03496503496503497
Middle East respiratory syndrome-related coronavirus nsp3 protein (gene: orf1ab),3/42,0.0027892305048346,0.108893504883515,10.6609808102345,62.7077774617137,UBB;UBC;MYH9,3.0,42.0,0.07142857142857142
Dengue virus 3 nonstructural protein NS3 (gene: flavivirus polyprotein),3/42,0.0027892305048346,0.108264062658755,10.6609808102345,62.7077774617137,AMBP;UBC;B2M,3.0,42.0,0.07142857142857142
Monkeypox virus Zaire-96-I-16 D18L (gene: D18L),2020-02-12 00:00:00,0.0028141432968205,0.108603288724999,24.8756218905473,146.096950218027,HSPA8;UBC,,,
Variola virus hypothetical protein (gene: O3L),2020-02-12 00:00:00,0.0028141432968205,0.107982698503714,24.8756218905473,146.096950218027,HSPA8;UBC,,,
Yaba monkey tumor virus IEV and EEV membrane glycoprotein,6/209,0.0028737767240063,0.109644378986947,4.28479611511819,25.075176101894,C3;HSPA8;HSP90AB1;UBC;PABPC1;B2M,6.0,209.0,0.028708133971291867
Norovirus Hu/GII.4/NIHIC1.13/2012/USA capsid protein VP1 (gene: VP1),3/43,0.0029838627187143,0.113201345515068,10.41305102395,60.547066332784,UBC;B2M;GAPDH,3.0,43.0,0.06976744186046512
Norovirus Hu/GII.4/NIHIC1.16/2012/USA capsid protein VP1 (gene: VP1),3/43,0.0029838627187143,0.112565382899815,10.41305102395,60.547066332784,UBC;B2M;GAPDH,3.0,43.0,0.06976744186046512
Powassan virus non-structural protein NS3,3/43,0.0029838627187143,0.111936526012106,10.41305102395,60.547066332784,AMBP;UBC;RPS2,3.0,43.0,0.06976744186046512
Seoul virus RNA-dependent RNA polymerase (gene: L),3/43,0.0029838627187143,0.11131465642315,10.41305102395,60.547066332784,HSPA8;UBC;B2M,3.0,43.0,0.06976744186046512
Seoul virus 80-39 RNA-dependent RNA polymerase (gene: L),3/43,0.0029838627187143,0.110699658321365,10.41305102395,60.547066332784,HSPA8;UBC;B2M,3.0,43.0,0.06976744186046512
Dengue virus full_polyprotein 1..3387,4/89,0.0030302566497418,0.111803150566026,6.70803286936106,38.9006068097457,HSPA8;HSP90AB1;AMBP;UBC,4.0,89.0,0.0449438202247191
Human adenovirus 6 24 kDa protein,3/44,0.0031866493366548,0.116930875932444,10.1763907734057,58.5018854703862,HSP90AB1;UBC;B2M,3.0,44.0,0.06818181818181818
Vaccinia virus Ankara apoptosis inhibitor,3/44,0.0031866493366548,0.116295382041507,10.1763907734057,58.5018854703862,HSPA8;UBC;ALB,3.0,44.0,0.06818181818181818
Variola virus hypothetical protein (gene: F10R),4/91,0.0032831421215657,0.119169185655753,6.56060357552895,37.5197923650888,UBC;MYH9;PABPC1;B2M,4.0,91.0,0.04395604395604396
Coxsackievirus B5 polyprotein region 2 (gene: 1A),2020-02-13 00:00:00,0.0033112493157886,0.11954322126624,22.9621125143513,131.123529828022,UBC;ACTB,,,
Echovirus E15 VP4,2020-02-13 00:00:00,0.0033112493157886,0.118903952703319,22.9621125143513,131.123529828022,UBC;ACTB,,,
Echovirus E32 VP4,2020-02-13 00:00:00,0.0033112493157886,0.118271484869791,22.9621125143513,131.123529828022,UBC;B2M,,,
SARS coronavirus nsp9-pp1a/pp1ab (gene: orf1ab),2020-02-13 00:00:00,0.0033112493157886,0.11764570981757,22.9621125143513,131.123529828022,UBB;UBC,,,
Human cyclovirus VS5700009 capsid protein,2020-02-13 00:00:00,0.0033112493157886,0.117026521871161,22.9621125143513,131.123529828022,UBC;B2M,,,
Lymphocytic choriomeningitis mammarenavirus L protein,3/45,0.0033976979487022,0.119453098039454,9.9502487562189,56.5637527421809,HSPA8;HSP90AB1;UBC,3.0,45.0,0.06666666666666667
Human adenovirus 31 E4 ORF1 protein (gene: E4 ORF1),3/45,0.0033976979487022,0.118830946487165,9.9502487562189,56.5637527421809,HSP90AB1;UBC;B2M,3.0,45.0,0.06666666666666667
Human adenovirus 34 Orf1 protein (gene: E4),3/45,0.0033976979487022,0.118215242101221,9.9502487562189,56.5637527421809,HSP90AB1;UBC;B2M,3.0,45.0,0.06666666666666667
SARS coronavirus nsp8-pp1a/pp1ab (gene: orf1ab),3/45,0.0033976979487022,0.117605885183174,9.9502487562189,56.5637527421809,UBB;UBC;RPL13,3.0,45.0,0.06666666666666667
West Nile virus lineage 1 excised_polyprotein 1..787 (gene: flavivirus polyprotein),4/92,0.0034148179729339,0.117592321478211,6.48929266709929,36.8567883815415,HSPA8;HSP90AB1;UBC;B2M,4.0,92.0,0.043478260869565216
Human enterovirus Ningbo3-02 full_polyprotein 1..2214,4/92,0.0034148179729339,0.116992360654343,6.48929266709929,36.8567883815415,UBC;HP;B2M;CFB,4.0,92.0,0.043478260869565216
Human papillomavirus type 68a E2 protein,4/93,0.0035500435265242,0.121007828835586,6.41951532659284,36.2111726180531,EEF1G;PABPC1;EEF2;B2M,4.0,93.0,0.043010752688172046
Cowpox virus CPXV086 protein (gene: CPXV086 CDS),3/46,0.003617112908073,0.122671278675306,9.73393900064893,54.724975118959,UBB;UBC;RPS27A,3.0,46.0,0.06521739130434782
Horsepox virus HSPV117,3/46,0.003617112908073,0.122054840088998,9.73393900064893,54.724975118959,HSPA8;UBC;PABPC1,3.0,46.0,0.06521739130434782
Vaccinia virus Ankara early gene termination factor/Nucleoside triphosphatase I,3/46,0.003617112908073,0.121444565888553,9.73393900064893,54.724975118959,HSPA8;UBC;PABPC1,3.0,46.0,0.06521739130434782
Human immunodeficiency virus vpr protein (gene: vpr),3/46,0.003617112908073,0.120840364068212,9.73393900064893,54.724975118959,HSPA8;UBC;B2M,3.0,46.0,0.06521739130434782
Dengue virus 4 envelope protein E (gene: flavivirus polyprotein),4/94,0.0036888641143358,0.122627339246362,6.35122261035249,35.5823226193189,HSPA8;HSP90AB1;UBC;B2M,4.0,94.0,0.0425531914893617
Human enterovirus Hangzhou13-02 full_polyprotein 1..2214,4/94,0.0036888641143358,0.122023263683572,6.35122261035249,35.5823226193189,UBC;HP;B2M;CFB,4.0,94.0,0.0425531914893617
Ntaya virus full_polyprotein 1..3427,4/95,0.0038313247454527,0.12611443953782,6.28436763550668,34.9696442988427,HSPA8;HSP90AB1;AMBP;UBC,4.0,95.0,0.042105263157894736
MW polyomavirus small T antigen,3/47,0.0038449953763652,0.12594704366972,9.52683391552874,52.9785602908641,HSPA8;UBC;ALB,3.0,47.0,0.06382978723404255
Monkeypox virus viral core cysteine proteinase,3/47,0.0038449953763652,0.125335650253848,9.52683391552874,52.9785602908641,UBB;UBC;RPS27A,3.0,47.0,0.06382978723404255
Monkeypox virus Cu-Zn superoxide dismutase-like protein,3/47,0.0038449953763652,0.124730164020737,9.52683391552874,52.9785602908641,UBC;MYH9;B2M,3.0,47.0,0.06382978723404255
Monkeypox virus Zaire-96-I-16 A46R (gene: A46R),3/47,0.0038449953763652,0.124130499770638,9.52683391552874,52.9785602908641,UBC;MYH9;B2M,3.0,47.0,0.06382978723404255
Monkeypox virus Zaire-96-I-16 I7L (gene: I7L),3/47,0.0038449953763652,0.123536573934415,9.52683391552874,52.9785602908641,UBB;UBC;RPS27A,3.0,47.0,0.06382978723404255
Salivirus A full_polyprotein 1..2370,3/47,0.0038449953763652,0.122948304534727,9.52683391552874,52.9785602908641,HSPA8;UBC;B2M,3.0,47.0,0.06382978723404255
Variola virus hypothetical protein (gene: K7L),3/47,0.0038449953763652,0.122365611148306,9.52683391552874,52.9785602908641,UBB;UBC;RPS27A,3.0,47.0,0.06382978723404255
Yaba monkey tumor virus 86R,3/47,0.0038449953763652,0.121788414869305,9.52683391552874,52.9785602908641,UBC;MYH9;B2M,3.0,47.0,0.06382978723404255
Yaba-like disease virus 48L protein (gene: 48L),3/47,0.0038449953763652,0.121216638273674,9.52683391552874,52.9785602908641,UBB;UBC;RPS27A,3.0,47.0,0.06382978723404255
Human immunodeficiency virus 1 Vpr (gene: vpr),3/47,0.0038449953763652,0.120650205384545,9.52683391552874,52.9785602908641,HSPA8;UBC;B2M,3.0,47.0,0.06382978723404255
Human papillomavirus E2 (gene: E2),3/47,0.0038449953763652,0.12008904163857,9.52683391552874,52.9785602908641,HSP90AB1;PABPC1;B2M,3.0,47.0,0.06382978723404255
Coxsackievirus A18 VP4 protein,2020-02-14 00:00:00,0.0038462245699617,0.11957128697821,21.3219616204691,118.564248251482,UBC;B2M,,,
Echovirus E4 VP4,2020-02-14 00:00:00,0.0038462245699617,0.11902026722255,21.3219616204691,118.564248251482,UBC;B2M,,,
"SARS coronavirus nsp13-pp1ab (ZD, NTPase/HEL; RNA (gene: orf1ab)",2020-02-14 00:00:00,0.0038462245699617,0.118474302694006,21.3219616204691,118.564248251482,UBB;UBC,,,
Yellow fever virus M protein precursor,2020-02-14 00:00:00,0.0038462245699617,0.117933324142892,21.3219616204691,118.564248251482,UBC;B2M,,,
Human immunodeficiency virus 1 Pol (gene: gag-pol),6/222,0.003864130540008,0.117943802618881,4.03388463089956,22.4123379570656,HSPA8;HSP90AB1;UBC;B2M;ACTB;ACTG1,6.0,222.0,0.02702702702702703
Human papillomavirus type 34 early protein (gene: E2),4/96,0.0039774701016689,0.120853899243019,6.21890547263682,34.3725703647121,HSP90AB1;PABPC1;EEF2;B2M,4.0,96.0,0.041666666666666664
Human coronavirus HKU1 nsp3 (gene: orf1ab),3/48,0.004081443372635,0.123454469582181,9.32835820895522,51.3181397884742,UBC;MYH9;B2M,3.0,48.0,0.0625
Yaba monkey tumor virus 48L,3/48,0.004081443372635,0.122900862095266,9.32835820895522,51.3181397884742,UBB;UBC;RPS27A,3.0,48.0,0.0625
Cowpox virus Ati or CPXV158 protein (gene: ati),4/98,0.0042809920358058,0.128334203216232,6.09198903441974,33.2230917586319,FGB;FGA;FTH1;FGG,4.0,98.0,0.04081632653061224
Japanese encephalitis virus envelope protein,3/49,0.004326551816892,0.129123535335244,9.13798355162961,49.7379019313919,HSPA8;HSP90AB1;B2M,3.0,49.0,0.061224489795918366
Human adenovirus 61 E4 ORF1,3/49,0.004326551816892,0.12855219225854,9.13798355162961,49.7379019313919,HSP90AB1;UBC;B2M,3.0,49.0,0.061224489795918366
Human polyomavirus 10 small t antigen,3/49,0.004326551816892,0.127985883041542,9.13798355162961,49.7379019313919,HSPA8;UBC;ALB,3.0,49.0,0.061224489795918366
Merkel cell polyomavirus small T antigen,2020-02-15 00:00:00,0.0044185470004065,0.130133960998814,19.9004975124378,107.899390445309,HSPA8;UBC,,,
Echovirus 9 strain Hill polyprotein region 1,2020-02-15 00:00:00,0.0044185470004065,0.129565690426767,19.9004975124378,107.899390445309,UBC;B2M,,,
Echovirus E27 VP4,2020-02-15 00:00:00,0.0044185470004065,0.129002361337955,19.9004975124378,107.899390445309,UBC;B2M,,,
Echovirus E31 VP4,2020-02-15 00:00:00,0.0044185470004065,0.128443909557271,19.9004975124378,107.899390445309,UBC;B2M,,,
Enterovirus B111 VP4,2020-02-15 00:00:00,0.0044185470004065,0.127890272016076,19.9004975124378,107.899390445309,UBC;B2M,,,
Enterovirus H capsid protein VP4,2020-02-15 00:00:00,0.0044185470004065,0.127341386728454,19.9004975124378,107.899390445309,UBC;B2M,,,
Cowpox virus CPXV128 protein (gene: CPXV128 CDS),3/50,0.0045804125784184,0.131442181470427,8.95522388059701,48.2325331548279,HSPA8;UBC;PABPC1,3.0,50.0,0.06
Measles virus genotype D4 phosphoprotein (gene: C/P/V),4/100,0.0045997805345406,0.131436282082726,5.97014925373134,32.1298309642251,HSPA8;HSP90AB1;UBC;B2M,4.0,100.0,0.04
Cowpox virus CPXV057 protein (gene: CPXV057 CDS),8/387,0.0046014303939451,0.130926292776872,3.08534845154075,16.6034573446509,HSP90AB1;UBB;UBC;MYH9;PABPC1;RPS27A;B2M;GAPDH,8.0,387.0,0.020671834625323
Vaccinia virus viral core cysteine proteinase (gene: I7L),3/51,0.0048431145190417,0.137221578039516,8.77963125548727,46.797166545552,UBB;UBC;RPS27A,3.0,51.0,0.058823529411764705
"Vaccinia virus ATPase, nucleoside triphosphate phosphohydrolase-I, NPH-I (gene: D11L)",3/51,0.0048431145190417,0.136645016787249,8.77963125548727,46.797166545552,HSPA8;UBC;PABPC1,3.0,51.0,0.058823529411764705
Measles virus strain MVi/Pennsylvania.USA/20.09 phosphoprotein (gene: P),4/102,0.0049341805151002,0.138631891878235,5.85308750365818,31.0890762399156,HSPA8;HSP90AB1;UBC;B2M,4.0,102.0,0.0392156862745098
Papiine alphaherpesvirus 2 tegument protein VP22 (gene: UL49),4/102,0.0049341805151002,0.138054258995409,5.85308750365818,31.0890762399156,HSPA8;UBB;UBC;RPS27A,4.0,102.0,0.0392156862745098
Human rhinovirus QCE VP4,2020-02-16 00:00:00,0.0050276997525901,0.140087152857438,18.6567164179104,98.74613255811,UBC;ACTB,,,
Cowpox virus CPXV029 protein (gene: CPXV029 CDS),2020-02-16 00:00:00,0.0050276997525901,0.139508280324969,18.6567164179104,98.74613255811,HSPA8;B2M,,,
Echovirus E3 VP4,2020-02-16 00:00:00,0.0050276997525901,0.138934172175484,18.6567164179104,98.74613255811,UBC;B2M,,,
Horsepox virus HSPV024 (host-range protein; Provisional),2020-02-16 00:00:00,0.0050276997525901,0.138364769830502,18.6567164179104,98.74613255811,HSPA8;B2M,,,
SARS coronavirus nsp4-pp1a/pp1ab (gene: orf1ab),2020-02-16 00:00:00,0.0050276997525901,0.137800015667929,18.6567164179104,98.74613255811,UBB;UBC,,,
Human enterovirus 79 1A (VP4),2020-02-16 00:00:00,0.0050276997525901,0.137239853002612,18.6567164179104,98.74613255811,UBC;ACTB,,,
Human papillomavirus type 52 early protein (gene: E6),2020-02-16 00:00:00,0.0050276997525901,0.136684226067379,18.6567164179104,98.74613255811,UBC;B2M,,,
Influenza A virus (A/Northern Territory/60/1968(H3N2)) HA2 (gene: HA),3/52,0.0051147435380639,0.138489930879434,8.61079219288175,45.4273365673492,UBC;APOA1;B2M,3.0,52.0,0.057692307692307696
Norovirus GII/Hu/JP/2001/GII.P22_GII.5/Saitama/T49 VP1 (gene: VP1),3/52,0.0051147435380639,0.137933746418071,8.61079219288175,45.4273365673492,EEF1A1;UBC;B2M,3.0,52.0,0.057692307692307696
Vaccinia virus cowpox A-type inclusion protein,8/397,0.0053497344949761,0.143693868535061,3.00763186585962,15.7320451036894,MT-ATP6;FGB;HSPA8;FGA;FTH1;UBC;FGG;RPL13,8.0,397.0,0.020151133501259445
Human T-cell leukemia virus type I p15NC-p14PR-p95RT/IN (gene: gag-pro-pol),5/167,0.0053757795505895,0.143818166064578,4.46867459111628,23.3526306319457,HSPA8;HSP90AB1;UBC;B2M;GAPDH,5.0,167.0,0.029940119760479042
Vaccinia virus ser/thr protein kinase-like protein (gene: B12R),5/167,0.0053757795505895,0.143247459056385,4.46867459111628,23.3526306319457,HSPA8;UBC;RPS2;B2M;ACTB,5.0,167.0,0.029940119760479042
Influenza A virus (A/Shanghai/02/2013(H7N9)) hemagglutinin (gene: HA),3/53,0.0053953826172467,0.143201558398466,8.44832441565756,44.118939133262,UBC;PABPC1;B2M,3.0,53.0,0.05660377358490566
Langat virus nonstructural protein NS3,3/53,0.0053953826172467,0.14263777273548,8.44832441565756,44.118939133262,AMBP;UBC;RPS2,3.0,53.0,0.05660377358490566
Horsepox virus HSPV077 (Vaccinia virus I7 processing peptidase),3/53,0.0053953826172467,0.142078408920831,8.44832441565756,44.118939133262,UBB;UBC;RPS27A,3.0,53.0,0.05660377358490566
Yaba monkey tumor virus RNA polymerase subunit,3/53,0.0053953826172467,0.141523415135984,8.44832441565756,44.118939133262,HSP90AB1;UBC;B2M,3.0,53.0,0.05660377358490566
Yaba-like disease virus 40R protein (gene: 40R),3/53,0.0053953826172467,0.140972740368918,8.44832441565756,44.118939133262,UBC;ALB;RPL13,3.0,53.0,0.05660377358490566
Yaba-like disease virus 128L protein (gene: 128L),3/53,0.0053953826172467,0.140426334398495,8.44832441565756,44.118939133262,UBC;MYH9;B2M,3.0,53.0,0.05660377358490566
Human T-cell leukemia virus type I Pr gag-pro-pol (gene: gag-pro-pol),5/168,0.0055115129739973,0.142895017839351,4.44207533759773,23.1028611699407,HSPA8;HSP90AB1;UBC;B2M;GAPDH,5.0,168.0,0.02976190476190476
Murray Valley encephalitis virus prodexcised_polyprotein 1..793,4/106,0.0056511648711742,0.145952200422827,5.63221627710504,29.1517520877783,HSPA8;HSP90AB1;RPL13;B2M,4.0,106.0,0.03773584905660377
SARS coronavirus hypothetical protein sars9b,2020-02-17 00:00:00,0.0056731711275095,0.145959172878263,17.5592625109745,90.8166292508254,UBC;B2M,,,
SARS coronavirus formerly known as growth-factor-like protein (gene: orf1ab),2020-02-17 00:00:00,0.0056731711275095,0.145402076798575,17.5592625109745,90.8166292508254,UBB;UBC,,,
